43.00602936065563, -81.2626887034016, "Start"
43.005457938808725, -81.26464547108368
43.00774527933711, -81.26578403298055
43.007562814169994, -81.26658512578999
43.00799976932445, -81.26992739018466
43.007258055274754, -81.2699922030991
43.00629302043631, -81.2703566291976
43.006107279776245, -81.27088670348355
43.0062647555907, -81.27177016070905
43.0066484499922, -81.2734772492384
43.00626081891621, -81.27484660781047
43.00638195389022, -81.27517238263205
43.006620185318695, -81.27537116060049
43.006620185318695, -81.27573558667208, "END"
